record - leader,record - leader 1,record - leader 2,record - leader 3,001,001 1,001 2,008,008 1,008 2,008 3,008 4,008 5,008 6,008 6 1,008 6 2,035,035 2 $ $ $,035 2 $ $ $ 1,035 2 $ $ $ 2,035 3 $ $ $,035 4 $ $ $,035 4 $ $ $ 1,035 4 $ $ $ 2 Language of cataloging varies,035 5 $ $ $,040,040 2,040 3,040 4,245,245 1,245 organization,245 2,245 Author,245 2 1,245 publisher,245 unkown number,245 3,260,260 1,260 2,260 2 1,260 2 1 1,260 2 location,260 location,260 2 unknwon,260 2 unknown,260 3,260 orgnization,260 4 time,260 time 1 1,260 time,260 5,260 5 1,260 e,260 6,260 6 1,260 6 2,260 7,260 7 2 redundant information,310 1,310 2,310 3,310 4,310 5,310 6,336,337,338,653,264,264 1,264 2,264 2 1 time,264 2 2,264 2 2 1,264 2 2 2 organization,264 2 2 3 time,264 3,264 3 1 time,264 3 2,264 3 2 1,264 3 2 2,264 3 2 3,264 3 2 3 1 time,264 3 2 3 1 time 2,264 3 2 3 2 location,264 3 2 4,264 3 2 5 time,264 4,264 4 1,264 4 1 1,264 4 1 1 2 time,264 4 1 2 location,264 4 2,264 4 2 2 organization,264 4 3,264 4 3 2 time,264 5,264 5 1,264 5 1 2 location,264 5 2 organization,264 5 3 time,264 6,264 7,996,998,650,710,246,246 1,246 2,246 3,246 4,246 5,246 6,246 7,246 8,246 9,246 10,246 11,246 12,500,775,775 1,775 2 start with t,775 3,775 4 start with t,775 5,775 6,775 7,775 8,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
00642nas a2200205 u 4500,642,nas, a2200205 u 4500,9992282059401480,99922820,59401480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9992975349501471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992975349501471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9992975349501471^,a(BeLVLBS),9992975349501471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9992975349501471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aKlanken uit morgenster,^$0$0$aKlanken uit morgenster,Klanken uit morgenster,,,,,,,,,,,,,,,,,,,,[1983]-[1986],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1983]-[1986]^$ $1$aBrugge$ $ $bP. Van Hullebusch$ $ $3[1983]-[1986],,c[1983]-[1986],c[1983]-[1986],,,,,aBrugge$ $ $bP. Van Hullebusch$ $ $3[1983]-[1986],,Brugge$ $ $bP. Van Hullebusch$ $ $3[1983]-[1986],Brugge,bP. Van Hullebusch,3[1983]-[1986],c[1983]-[1986],[1983]-[1986],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202007$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $abezinningsliteratuur$ $ $6(ODIS-GEN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00930nas  2200241u  4500,930,nas,  2200241u  4500,9992282260201480,99922822,60201480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)001183522LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9911835220101471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)001183522LBS01-Aleph^,a(BeLVLBS),001183522LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9911835220101471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aCentre socio-culturel des immigrés de Bruxelles. Agenda inter culturel,^$0$0$aCentre socio-culturel des immigrés de Bruxelles. Agenda inter culturel,Centre socio-culturel des immigrés de Bruxelles. Agenda inter culturel,,,,,,,,,,,,,,,,,,,,[1982]-[1996],,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1982-[1996]^$ $1$aBruxelles$ $ $bCentre socio-culturel des immigrés de Bruxelles$ $ $31982-[1996],,c1982-[1996],c1982-[1996],,,,,aBruxelles$ $ $bCentre socio-culturel des immigrés de Bruxelles$ $ $31982-[1996],,Bruxelles$ $ $bCentre socio-culturel des immigrés de Bruxelles$ $ $31982-[1996],Bruxelles,bCentre socio-culturel des immigrés de Bruxelles,31982-[1996],c[1982]-[1996],[1982]-[1996],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202007$ $ $9local,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amigratie$ $ $6(ODIS-TW)1297^$ $7$2KADOC$ $ $aC9$ $ $xGedeeld erfgoed$ $ $6(ODIS-HT),^$2$ $aCentre socio-culturel des immigrés de Bruxelles$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,^$1$0$aCentre socio-culturel des immigrés de Bruxelles. Agenda culturel$ $ $g1982-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00899nas a2200253 u 4500,899,nas, a2200253 u 4500,9992282459501480,99922824,59501480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9992978867801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992978867801471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9992978867801471^,a(BeLVLBS),9992978867801471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9992978867801471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aForum$ $ $bnieuwsbrief$ $ $614031942,^$0$0$aForum,Forum,bnieuwsbrief,nieuwsbrief,,,614031942,614031942,,,,,,,Bruxelles,,,,Association Belge des Africanistes,,,[1985]-1985-,,,,,,,,,^,aSemiannual,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-^$ $1$aBrussel$ $ $bBelgische Vereniging van Afrikanisten$ $ $31985-^$ $1$aBruxelles$ $ $bAssociation Belge des Africanistes$ $ $31985-,,c1985-,c1985-,,,,,aBrussel$ $ $bBelgische Vereniging van Afrikanisten$ $ $31985-,,Brussel$ $ $bBelgische Vereniging van Afrikanisten$ $ $31985-,Brussel,bBelgische Vereniging van Afrikanisten,31985-,c[1985]-,[1985]-,,,,aBruxelles$ $ $bAssociation Belge des Africanistes$ $ $31985-,aBruxelles,,,Bruxelles,bAssociation Belge des Africanistes,Association Belge des Africanistes,c1985-,1985-,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202007$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aspiritualiteit$ $ $6(ODIS-TW)1877^$ $7$2KADOC$ $ $aAfrika [werelddeel]$ $ $6(ODIS-GEO)40240023003681,,^$1$1$aForum$ $ $bbulletin,^$1$1$aForum,bbulletin,,,,,,,,,,,,,,,,,,,,,,^$1$0$aABA-BVA Forum$ $ $g1985-1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00547nas a2200181 u 4500,547,nas, a2200181 u 4500,9992283960201480,99922839,60201480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9992985657501471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9992985657501471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9992985657501471^,a(BeLVLBS),9992985657501471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9992985657501471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aAntenne.$ $ $bKontaktblad,^$0$0$aAntenne.,Antenne.,bKontaktblad,Kontaktblad,,,,,,,,,,,,,,,,,,[1982]-[1982],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1982]-[1982]^$ $1$aBrussel$ $ $bVrijwilligers voor het Onderwijs VZW$ $ $3[1982]-[1982],,c[1982]-[1982],c[1982]-[1982],,,,,aBrussel$ $ $bVrijwilligers voor het Onderwijs VZW$ $ $3[1982]-[1982],,Brussel$ $ $bVrijwilligers voor het Onderwijs VZW$ $ $3[1982]-[1982],Brussel,bVrijwilligers voor het Onderwijs VZW,3[1982]-[1982],c[1982]-[1982],[1982]-[1982],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202007$ $ $9local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00843nas a2200229 u 4500,843,nas, a2200229 u 4500,9992285659201480,99922856,59201480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993003565601471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993003565601471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993003565601471^,a(BeLVLBS),9993003565601471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993003565601471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$2$aIl circolo$ $ $bbollettino trimestrale di informazioni e di cultura delle ACLI del Brabante (Belgio),^$0$2$aIl circolo,Il circolo,bbollettino trimestrale di informazioni e di cultura delle ACLI del Brabante (Belgio),bollettino trimestrale di informazioni e di cultura delle ACLI del Brabante (Belgio),,,,,,,,,,,,,,,,,,[1983]-[1990],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1983]-[1990]^$ $1$aBruxelles$ $ $bACLI$ $ $3[1983]-[1990],,c[1983]-[1990],c[1983]-[1990],,,,,aBruxelles$ $ $bACLI$ $ $3[1983]-[1990],,Bruxelles$ $ $bACLI$ $ $3[1983]-[1990],Bruxelles,bACLI,3[1983]-[1990],c[1983]-[1990],[1983]-[1990],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202008$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aC9$ $ $xGedeeld erfgoed$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aItaliaanse Katholieke Missie - nationaal secretariaat$ $ $6(ODIS-ORG)57056^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00814nas a2200229 u 4500,814,nas, a2200229 u 4500,9992288459001480,99922884,59001480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993014662301471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993014662301471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993014662301471^,a(BeLVLBS),9993014662301471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993014662301471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aPresenza e azione,^$0$0$aPresenza e azione,Presenza e azione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1983]^$ $1$aLiège$ $ $bAssociazioni Cristiane Lavoratori Italiani,,c[1983],c[1983],,,,,aLiège$ $ $bAssociazioni Cristiane Lavoratori Italiani,,Liège$ $ $bAssociazioni Cristiane Lavoratori Italiani,Liège,bAssociazioni Cristiane Lavoratori Italiani,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202009$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aC9$ $ $xgedeeld erfgoed$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aItaliaanse Katholieke Missie - nationaal secretariaat$ $ $6(ODIS-ORG)57056^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00772nas a2200229 u 4500,772,nas, a2200229 u 4500,9992290759301480,99922907,59301480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993023861801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993023861801471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993023861801471^,a(BeLVLBS),9993023861801471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993023861801471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$3$aDe belleman,^$0$3$aDe belleman.,De belleman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1983-[2015]^$ $1$aLanaken$ $ $bKVG-Lanaken,,c1983-[2015],c1983-[2015],,,,,aLanaken$ $ $bKVG-Lanaken,,Lanaken$ $ $bKVG-Lanaken,Lanaken,bKVG-Lanaken,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $agehandicaptenverenigingen$ $ $6(ODIS-TW)2737^$ $7$2KADOC$ $ $aKVG (1945-heden)$ $ $6(ODIS-ORG)3869,^$2$ $aKatholieke Vereniging voor Gehandicapten$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01429nas a2200289 u 4500,1429,nas, a2200289 u 4500,9992291157701480,99922911,57701480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024428701471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024428701471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024428701471^,a(BeLVLBS),9993024428701471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024428701471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aInfobrug$ $ $binfoblad van het Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen - afdeling Brugge,^$0$0$aInfobrug,Infobrug,binfoblad van het Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen - afdeling Brugge,infoblad van het Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen - afdeling Brugge,,,,,,,,,,,Brugge,,,,Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen - afdeling Brugge,,,[1988]-[2001][1985]-1987,,,,,,,,,^,aThree times a year,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[2001]^$ $1$aBrugge$ $ $bN.V.K.V.V.-Brugge$ $ $31988-[2001]^$ $1$aBrugge$ $ $bNationaal Verbond van Katholieke Vlaamse Verpleegkundigen - afdeling Brugge$ $ $3[1985]-1987,,c[1985]-[2001],c[1985]-[2001],,,,,aBrugge$ $ $bN.V.K.V.V.-Brugge$ $ $31988-[2001],,Brugge$ $ $bN.V.K.V.V.-Brugge$ $ $31988-[2001],Brugge,bN.V.K.V.V.-Brugge,31988-[2001],c[1988]-[2001],[1988]-[2001],,,,aBrugge$ $ $bNationaal Verbond van Katholieke Vlaamse Verpleegkundigen - afdeling Brugge$ $ $3[1985]-1987,aBrugge,,,Brugge,bNationaal Verbond van Katholieke Vlaamse Verpleegkundigen - afdeling Brugge,Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen - afdeling Brugge,c[1985]-1987,[1985]-1987,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen$ $ $4rpy,,,,,,,,,,,,,,"^$ $ $aTijdschrift is stopgezet in 1993 om plaats te maken voor het provinciale tijdschrift ""Infowest"""," maar werd heropgestart in 1997 na het verdwijnen van ""Infowest"""," maar werd heropgestart in 1997 na het verdwijnen van ""Infowest""",,,,,,,,,,^$1$0$aN.V.K.V.V.-info$ $ $g1986-1987^$1$0$aInformatie NVKVV afdeling Brugge$ $ $g1985,^$ $ $aEight times a year$ $ $b[1985]-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01057nas a2200253 u 4500,1057,nas, a2200253 u 4500,9992291158501480,99922911,58501480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024433801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024433801471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024433801471^,a(BeLVLBS),9993024433801471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024433801471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen$ $ $binformatieblad afdeling Oostende - Veurne,^$0$0$aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen,Nationaal Verbond van Katholieke Vlaamse Verpleegkundigen en Vroedvrouwen,binformatieblad afdeling Oostende - Veurne,informatieblad afdeling Oostende - Veurne,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-[1993]^$ $1$aOostende$ $ $bNVKVV. Afdeling Oostende - Veurne,,c[1984]-[1993],c[1984]-[1993],,,,,aOostende$ $ $bNVKVV. Afdeling Oostende - Veurne,,Oostende$ $ $bNVKVV. Afdeling Oostende - Veurne,Oostende,bNVKVV. Afdeling Oostende - Veurne,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen$ $ $4rpy,,,,,,,,,,,,,,^$ $ $aTitel varieert,,,,,,,,,,,,^$ $ $aBimonthly$ $ $b[1984]-1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00946nas a2200253 u 4500,946,nas, a2200253 u 4500,9992291158701480,99922911,58701480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024434901471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024434901471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024434901471^,a(BeLVLBS),9993024434901471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024434901471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aInformare,^$0$0$aInformare,Informare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[2014]^$ $1$aAntwerpen$ $ $bNVKVV. Netwerk Antwerpen,,c[1985]-[2014],c[1985]-[2014],,,,,aAntwerpen$ $ $bNVKVV. Netwerk Antwerpen,,Antwerpen$ $ $bNVKVV. Netwerk Antwerpen,Antwerpen,bNVKVV. Netwerk Antwerpen,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aBimonthly$ $ $b1990-2002^$ $ $aMonthly$ $ $b[1985]-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00964nas  2200241u  4500,964,nas,  2200241u  4500,9992291558701480,99922915,58701480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024104701471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024104701471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024104701471^,a(BeLVLBS),9993024104701471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024104701471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV Turnhout$ $ $binformatieblad,^$0$0$aNVKVV Turnhout,NVKVV Turnhout,binformatieblad,informatieblad,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[2009]^$ $1$aTurnhout$ $ $bNVKVV. Afdeling Turnhout,,c[1985]-[2009],c[1985]-[2009],,,,,aTurnhout$ $ $bNVKVV. Afdeling Turnhout,,Turnhout$ $ $bNVKVV. Afdeling Turnhout,Turnhout,bNVKVV. Afdeling Turnhout,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aMonthly (11 keer per jaar)$ $ $b[1985]-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01065nas  2200253u  4500,1065,nas,  2200253u  4500,9992291558801480,99922915,58801480,030922d19832020fr br|p||     0|||a|fre c,30922,d,1983,2020,fr, br|p||     0|||a|fr, br|p||     0|||a|,fr,^$ $ $a(BeLVLBS)9993024106001471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993024106001471$ $ $bLanguage of cataloging varies$ $ $erda based,a(BeLVLBS)9993024106001471^,a(BeLVLBS),9993024106001471^,a(EXLNZ-32KUL_LIBIS_NETWORK)9993024106001471,bLanguage of cataloging varies,,Language of cataloging varies,erda based,,,,,^$0$0$aNVKVV. De beroepsorganisatie der verpleegkundigen Vlaamse Ardennenstreek$ $ $btweemaandelijks informatieblad,^$0$0$aNVKVV. De beroepsorganisatie der verpleegkundigen Vlaamse Ardennenstreek,NVKVV. De beroepsorganisatie der verpleegkundigen Vlaamse Ardennenstreek,btweemaandelijks informatieblad,tweemaandelijks informatieblad,,,,,,,,,,,,,,,,,,,,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[1998]^$ $1$aOudenaarde$ $ $bNVKVV. Afdeling Vlaamse Ardennen,,c[1985]-[1998],c[1985]-[1998],,,,,aOudenaarde$ $ $bNVKVV. Afdeling Vlaamse Ardennen,,Oudenaarde$ $ $bNVKVV. Afdeling Vlaamse Ardennen,Oudenaarde,bNVKVV. Afdeling Vlaamse Ardennen,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aNationaal Verbond van Katholieke Vlaamse Verpleegkundigen (1936-heden)$ $ $6(ODIS-ORG)4050^$ $7$2KADOC$ $ $amaatschappelijke dienstverlening$ $ $6(ODIS-TW)1223,^$2$ $aNVKVV$ $ $gNationaal Verbond van Katholieke Vlaamse Verpleegkundigen en vroedvrouwen$ $ $4rpy,,,,,,,,,,,,,,^$ $ $aOndertitel varieert,,,,,,,,,,,,^$ $ $aMonthly$ $ $b[1985]-1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
